X,y
3.745401188473625,10.577849445185421
9.50714306409916,21.715278777732454
7.319939418114051,17.7316396127636
5.986584841970366,12.98560076933984
1.5601864044243652,5.900700921011218
1.5599452033620265,6.4770029782358
0.5808361216819946,5.639566288105506
8.661761457749352,19.805252697225058
6.011150117432088,14.213806631970987
7.080725777960454,16.659694512336372
0.20584494295802447,4.327092003618123
9.699098521619943,22.72694815289957
8.324426408004218,19.119092612241396
2.1233911067827616,7.760049646678879
1.8182496720710062,6.733576893490053
1.8340450985343382,7.636735187601565
3.0424224295953772,8.382791765313403
5.247564316322379,13.167466486046989
4.319450186421157,11.246792219710157
2.9122914019804194,7.36106785582872
6.118528947223795,15.533178171512166
1.3949386065204183,6.050932485220726
2.9214464853521815,8.848006427346823
3.663618432936917,10.092649732498687
4.56069984217036,10.706028942290306
7.851759613930136,18.282873905094913
1.9967378215835974,6.6507611266404245
5.142344384136116,12.482411499050613
5.924145688620425,14.68700566557484
0.46450412719997725,4.333059111214493
6.075448519014383,17.037082939239298
1.7052412368729153,6.5850602865776695
0.6505159298527952,4.558582250428354
9.488855372533333,21.9032648293005
9.656320330745594,20.393869446192145
8.08397348116461,19.141433086880003
3.0461376917337066,9.15250559340844
0.9767211400638387,7.4166843926129635
6.842330265121569,16.492299565462012
4.4015249373960135,12.10459721712564
1.2203823484477883,5.406052927190333
4.951769101112702,11.734860164605871
0.34388521115218396,4.8305932368193885
9.093204020787821,21.938341074262418
2.587799816000169,8.966631579043385
6.62522284353982,15.341058232284901
3.1171107608941098,10.63701583272432
5.200680211778108,11.999509360763936
5.4671027934327965,14.521062680665864
1.8485445552552704,8.88754473632052
9.695846277645586,21.401156230160485
7.7513282336111455,17.936358737619518
9.394989415641891,21.889630196371424
8.948273504276488,20.393071354436778
5.978999788110851,13.40733614515557
9.218742350231167,21.506047675268363
0.884925020519195,3.7075463273122855
1.959828624191452,7.393249679018086
0.45227288910538066,2.985121543976958
3.2533033076326436,11.056541020282827
3.8867728968948203,9.990292501453403
2.713490317738959,8.104919119272243
8.287375091519294,20.388267400408257
3.567533266935893,8.904202217437831
2.8093450968738076,8.846150128351743
5.426960831582485,15.161064417447397
1.4092422497476265,4.211001264934025
8.021969807540398,19.2285734736131
0.7455064367977082,4.75089566784384
9.868869366005173,23.519561603787658
7.722447692966574,17.207944675055067
1.987156815341724,5.653857017599172
0.05522117123602399,3.6323839080889457
8.154614284548341,19.60621324232987
7.068573438476172,17.387639727298218
7.2900716804098735,17.926591570316724
7.712703466859457,17.745382212140424
0.7404465173409036,4.713146731842811
3.5846572854427263,10.462387044184133
1.1586905952512971,4.603029772476226
8.631034258755935,22.127843028656628
6.232981268275579,15.939795457462946
3.308980248526492,8.426656999850335
0.6355835028602363,4.927720614354303
3.109823217156622,8.244964764085923
3.2518332202674705,10.290751044277393
7.29606178338064,18.750719145768684
6.3755747135521315,14.930467108752552
8.872127425763265,21.70763098077085
4.722149251619493,12.857079430175485
1.195942459383017,6.213945078760524
7.13244787222995,19.161688727113848
7.607850486168974,17.970312856335077
5.612771975694963,13.471807787032436
7.70967179954561,17.529829169465696
4.937955963643907,12.060101642322376
5.227328293819941,13.377554878225778
4.275410183585496,11.891972341987636
0.2541912674409519,3.7850733342119227
1.0789142699330445,5.985011788902113
